post_id,NEGATIVE,POSITIVE,UNKNOWN,total_comments,positive_ratio,helpful_comments,support_score
"For all the English teachers here, what AI tool do you use to draw a plot diagram?
I try to do it myself using word and paint, but it's never as good as I want it to be.
Thanks in advance",1.0,0.0,0.0,1.0,0.0,0,0.0
For anyone that pays for ChatGPTplus… how many clipart images can you create a day? With the free version I only get 1 a day.. looking to upgrade to chatgptplus and pay for ir but want to know if the limit is higher for image creation. Not finding really answer online.,8.0,2.0,0.0,10.0,0.2,4,0.4
Free AI for teachers course for educators I just took. Quality class. http://kangaroos.ai/free-ai-course/,1.0,1.0,0.0,2.0,0.5,0,0.0
"Free Chatbots for teachers with ChatGPT Plus.😊  Enjoy!
",1.0,1.0,0.0,2.0,0.5,0,0.0
"From a SPED POV, Is there a website or app that I could plug in IEP goals and it will create worksheets or student facing activities to progress monitor with? Or create baselines?",4.0,1.0,0.0,5.0,0.2,0,0.0
"Generative AI Resources embedded in the Google Arts and Culture Platform
https://rechargelearning.blogspot.com/2024/07/generative-ai-and-more-with-google-arts.html",1.0,1.0,0.0,2.0,0.5,0,0.0
Give me your best Free ELA Ai websites,1.0,1.0,0.0,2.0,0.5,0,0.0
"Given that as a teacher we use many technologies and tools, are there any softwares, websites, or platforms you use that you wished integrated with one another?",0.0,1.0,0.0,1.0,1.0,0,0.0
"Good Afternoon,

I have just been assigned to teach a new programming/coding class. Does anyone know of an AI program that allows students to code in Dev C++? 

Thanks in advance for any suggestions!

Example: 

Write a program to get all common divisors for two inputs.
For example,
Enter the first integer input: 20
Enter the second integer input: 10
Then the output should be:
Common divisors for 20 and 10 are 1 2 5 10",2.0,0.0,0.0,2.0,0.0,0,0.0
"Good Day,  Is there an AI tool that can  narrate uploaded PowerPoint slides (without the need to provide the script)? Thanks in advance",1.0,0.0,0.0,1.0,0.0,0,0.0
"Good Evening All Educators 
I want to know any AI tool which will do data analysis and inferences. Please let me know if any website/tool is available.",1.0,4.0,0.0,5.0,0.8,1,0.2
"Good Morning,
I looking for a site that will create Canva PowerPoints for 8th grade math using my handwritten notes.  Any suggestions?

Thanks for your help!",0.0,1.0,0.0,1.0,1.0,1,1.0
"Good Saturday to everyone, my name is Patricia Lankford a new member of the group. Thank you for allowing me to be a part of this group. Everyone have a beautiful Saturday",0.0,1.0,0.0,1.0,1.0,0,0.0
Good afternoon everyone. I am am teacher and I want to use Ai tools in my classroom.,2.0,3.0,0.0,5.0,0.6,1,0.2
Good afternoon. I was just given a new Mac book.  What's the best AI to download? Still Chap GPT?,2.0,6.0,0.0,8.0,0.75,0,0.0
"Good day .
Need help to create props/flashcards for my lessons.",3.0,2.0,0.0,5.0,0.4,2,0.4
"Good day everyone,
How do I utilise AI in teaching transcription (from words to sounds) in English Language to high school students",0.0,2.0,0.0,2.0,1.0,0,0.0
"Good day everyone, 
Does anyone know how to use AI to create PPts *( PowerPoint) ?",14.0,13.0,0.0,27.0,0.48148148148148145,1,0.037037037037037035
Good day please help me ...what AI app i can used for Science Subject in my teaching process.,1.0,5.0,0.0,6.0,0.8333333333333334,1,0.16666666666666666
"Good day to Everyone, what AI app can I  use to enhance my teaching in Christians Religious Studies",2.0,3.0,0.0,5.0,0.6,0,0.0
Good day! Does anyone know of a free AI app that can convert a questionnaire from Google Docs or MS Word format into Google Forms?,4.0,1.0,0.0,5.0,0.2,0,0.0
"Good day, I'm a teacher from the PHILIPPINES. I am looking for some inter active activities to peovide my grade 6  Science class",1.0,1.0,0.0,2.0,0.5,1,0.5
"Good evening 
I am searching for an AI that can transcribe audio for free",15.0,8.0,0.0,23.0,0.34782608695652173,2,0.08695652173913043
Good evening all. Am new here. But I don't have any idea about AI,1.0,3.0,0.0,4.0,0.75,0,0.0
Good evening everyone! I am very happy to meet you! I would like to learn more about artificial intelligence so that I can make my teaching in the classroom more interesting,0.0,2.0,0.0,2.0,1.0,1,0.5
Good evening here from Nigeria what idea can I bring from mathematics for my students of Jss1 &2 on speech and prize,0.0,1.0,0.0,1.0,1.0,0,0.0
"Good evening teachers. I’m trying to generate a concept map, but chatGPT is not giving me what I want. Please is there any AI for this. I want to be able to upload a document for the map.",5.0,4.0,0.0,9.0,0.4444444444444444,3,0.3333333333333333
"Good evening you all🌷
According to your experience, which is the best app to create summaries from word files?
Thank you a bunch!",2.0,0.0,0.0,2.0,0.0,0,0.0
Good evening! I'm new to this group. I recently joined because I want to learn about digital tools that are useful for me and my student. ☺️,1.0,3.0,0.0,4.0,0.75,0,0.0
Good evening. I am a teacher of Maths and Business Studies. I am happy to join the group.,1.0,0.0,0.0,1.0,0.0,0,0.0
Good evening. Looking for an AI to help teach entrepreneurship. For a school in Honduras and they don't have staff members capable of teaching class so I was thinking AI might be able to solve the problem for them. I saw a school in Austin Texas that uses AI to teach classes and thought that might be a good option for schools that don't have the resources but didn't know what they were using. If anyone has any ideas on how to make this work that would be awesome.,3.0,2.0,0.0,5.0,0.4,0,0.0
"Good morning 
I need AI website that creates a summary for science lessons 
Please",13.0,5.0,0.0,18.0,0.2777777777777778,4,0.2222222222222222
"Good morning 
Searching for an app or site that can grade handwritten responses.  Bonus points for rubric and data table creation.",6.0,3.0,0.0,9.0,0.3333333333333333,1,0.1111111111111111
"Good morning :) I was wondering if anyone had successfuly utilised ChatGPt or another generative AI within the context of a Special School or Inclusion program as a social skills development tool? If so, how did you go about it? What issues arose and how did you resolve them? 
If you havent but have some knowledge of how this can be achieved, I am also open to hearing your views.",1.0,1.0,0.0,2.0,0.5,0,0.0
"Good morning I hope I can get some help here. My significant other is in Law Enforcement, he has been asked to teach about the requirements to become a registered arms owner. The presentation needs to be accessible in Spanish as well. I could translate it, but it’s going to take me forever. Is there an AI platform that could do this? I don’t think I could use Magic School because of the topic. Thank you in advance.",1.0,0.0,0.0,1.0,0.0,0,0.0
"Good morning colleagues. I was wondering if there are any free AI apps or platforms that would create exciting, diiferentitated lessons and worksheets/ activities for absolute beginners to Level 2 adult ESOL learners, preferably with images as they can engage them better.",8.0,6.0,0.0,14.0,0.42857142857142855,2,0.14285714285714285
"Good morning dear friends, I have a Scene from a series. I want to use the same Scene but with differentr content that supports the impartial lesson, what free tools can I use?",1.0,2.0,0.0,3.0,0.6666666666666666,1,0.3333333333333333
Good morning everyone! Can somebody tell me if there is a tool which provides you with a play based on a book you suggest?,1.0,0.0,0.0,1.0,0.0,1,1.0
Good morning everyone! I am new to the group and ti AI. I am a H.S teacher and believe this could certainly be a game changer in the classroom. I am so excited to learn hiw to incorporate AI in my lessons.,0.0,1.0,0.0,1.0,1.0,0,0.0
Good morning from NJ 👋🏻Which (free) AI Tool do you prefer to use with conversational language practice? I have been using Mizou & SchoolAI but understand their limitations - looking for the best spontaneous conversation opportunity with authentic pronunciation that is 💯 safe for K-12 students 🤩,1.0,1.0,0.0,2.0,0.5,0,0.0
Good morning im currently working on RRL what Ai tools can possibly be useful.please help.thank you,1.0,1.0,0.0,2.0,0.5,0,0.0
Good morning! Does anyone know his w to use AI to create a library brochure ? TIA,1.0,0.0,0.0,1.0,0.0,0,0.0
"Good morning, 
Can I please have advice on the following? Thank you in advance 

Hello I’m very interested to learn how to create engaging and differentiated units of learning for a composite class with visuals to support the text and to create an assessment task that is motivating 

How can I achieve creating a unit of learning using Version 8 of the Australian curriculum for a multiage class of Preps/year 1s / year 2s on understanding poetic devices, text structure and creating their own poem",2.0,0.0,0.0,2.0,0.0,0,0.0
"Good morning, I was interested in knowing some simple STEAM ( maker education ) activities to facilitate the inclusion of foreign students in the school. Our school is equipped with equipment but the children still do not fully master digital due to their social background. These are pupils aged 9 to 11. Thank you",0.0,1.0,0.0,1.0,1.0,0,0.0
"Good morning, is there an AI Tool that assist with creative writing?",0.0,3.0,0.0,3.0,1.0,0,0.0
"Good morning.

Can you give me a good alternative for Chat GPT?

Thanks for your answer.",13.0,3.0,0.0,16.0,0.1875,1,0.0625
Good morning. Is there any artificial intelligence to write very long texts?,3.0,2.0,0.0,5.0,0.4,1,0.2
Google site and HTML code: an interactive pre-reading task for the new unit: https://sites.google.com/view/newcloseupb1/home/new-close-up-unit-5-ted-minecraft,1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
Greetings Team. Math Teacher looking for AI app which generates understandable simulations for topics.,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
"Greetings from Brazil!
I'm an English teacher for foreign students. I really want to learn how to use AI to improve my classes.",5.0,7.0,0.0,12.0,0.5833333333333334,2,0.16666666666666666
"Greetings from eastern Finland. I'm a foreign language (Russian and English) and ethics subject teacher from the 1st to 9th grade.  I'm taking my first baby steps using AI (Chrome Brisk a couple of days ago), so I don't have any good questions yet😊",0.0,4.0,0.0,4.0,1.0,0,0.0
Greetings!  I'm looking for ideas of activities suitable for 1st nd 2nd grades in  elementary school. And thinking to  generate printable learning handouts with the help of AI if applicable.   Any hope?  🙂,5.0,2.0,0.0,7.0,0.2857142857142857,2,0.2857142857142857
"Greetings,
Can anyone help me know any AI tool to create interactive PowerPoint presentations with provided text.",3.0,5.0,0.0,8.0,0.625,1,0.125
"Greetings, has anyone successfully used AI to grade student papers?

Something along the line like if you input a rubric and paper, then it will output a scored paper marking with corrections or explanations.

Anyone using AI like this?",6.0,6.0,0.0,12.0,0.5,3,0.25
Guys please share tool who has edit my carousel post content just one click??,2.0,0.0,0.0,2.0,0.0,1,0.5
"HI 
I Need chat cpt 4 team version .",5.0,1.0,0.0,6.0,0.16666666666666666,0,0.0
"HI, Do you know an AI in which I can add an mp3 file, and then ask questions on it?",3.0,0.0,0.0,3.0,0.0,0,0.0
"HOW Y'ALL DOIN'?!?!?! I just wanted to introduce myself and share a photo I took. MY WHY for making people more passionate, positive & productive!!!",0.0,1.0,0.0,1.0,1.0,0,0.0
"Had an idea of somewhere I could use AI and have been failing miserably.

I created google slides for a class.  I put all the text I want students to have to fill in on their guided notes in red and the rest of the text in black.  I wanted to use AI to then remove the red text and replace it with spaces so I could print guided notes for students.

I thought the best way to do this would be to explain the task and ask for a script to plug into google slides. Both ChatGPT and Gemini created scripts.  Neither worked.  I tried about 20 different scripts that they wrote with no luck.

Anyone have an idea of how to use AI to do this seemingly simple task?",2.0,1.0,0.0,3.0,0.3333333333333333,1,0.3333333333333333
"Hai 🥰

What is the best technology tool for create signage for booth for special occasion etc birthday,school booth ,dessert booth .thank in advance for help.",4.0,0.0,0.0,4.0,0.0,0,0.0
Hai! Saya baru bergabung ke grup ini. Saya baru saja bergabung karena ingin belajar banyak hal,0.0,1.0,0.0,1.0,1.0,0,0.0
"Hallo everyone. I'm a Danish secondary teacher and very curious on how AI technology can help me teach and my students to learn. 

Nice to meet you all.",1.0,0.0,0.0,1.0,0.0,0,0.0
Hallo i'am from the netherlands and teach physics and technology on what we call middelbare school. Very curious how i could use ai and to show it to the students. I already try for input in powerpoint. So any recommondation are welkome. Thank you.,0.0,1.0,0.0,1.0,1.0,0,0.0
Happy Sunday! How can I get started in AI as a Personal Finance teacher?,4.0,7.0,0.0,11.0,0.6363636363636364,0,0.0
"Happy to be here, haven't used AI tools in my teaching, looking forward to learn a lot here",3.0,2.0,0.0,5.0,0.4,3,0.6
"Has anyone been able to generate assessments with more than multiple choice questions? I’ve only tried Magic School AI and Khanmigo, but I’d love maps and diagrams, etc… thanks!!!",2.0,3.0,0.0,5.0,0.6,1,0.2
Has anyone created a PD session on how teachers can use AI? Looking for some inspiration.,0.0,2.0,0.0,2.0,1.0,1,0.5
Has anyone done a lesson about deep fake videos or how to detect art created in AI?   What AI tools or resources are you using?,1.0,0.0,0.0,1.0,0.0,0,0.0
"Has anyone ever fed student writing responses (essays) from released state tests into AI and had them analyze for common features? Now that AI is grading our writing tests, at least in Ohio, I’m wondering if we can utilize the existing language models to help us identify patterns. I know it’s not ideal, but unfortunately, this is the world. We are living in where state test scores are so heavily valued. ￼",2.0,3.0,0.0,5.0,0.6,0,0.0
Has anyone experienced ChatGPT lying or providing inaccurate information? I would love to hear more about what others have experienced here?🤔,51.0,15.0,0.0,66.0,0.22727272727272727,0,0.0
"Has anyone found an ai way to grade multiple assignments with ai in google classroom but once they type on a doc? I have found if I do an assignment as. Google question I can then copy and paste all questions and it be graded that way. I can’t find a way to do so to mass grades without copying and pasting each assignment on chat gpt without having to open every google doc assignment. 
Any help is appreciated. New to using ai but found since I did it as a google question ita been a huge time saver.",0.0,1.0,0.0,1.0,1.0,0,0.0
Has anyone had success getting ChatGPT to generate a rubric that can then be downloaded which can then be imported into Google classroom?,3.0,0.0,0.0,3.0,0.0,0,0.0
Has anyone had success with AI social stories? Tips and programs that are fee?,0.0,2.0,0.0,2.0,1.0,0,0.0
Has anyone used AI to create differentiated guided notes and/or have recommendations?,3.0,5.0,0.0,8.0,0.625,2,0.25
"Has anyone used AI to write general report comments for school reports? If so, what did you use?",1.0,3.0,0.0,4.0,0.75,0,0.0
Has anyone used any of the new Canva AI features yet?,0.0,3.0,0.0,3.0,1.0,0,0.0
Has your public school district administration given you guidance on using AI in the classroom? Are you willing to share any policy guidance with me? I'd like to bring some sources back to my assistant superintendent. Thanks in advance!,1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
Have a question on AI? Ask it to the group on the main page for help.,0.0,1.0,0.0,1.0,1.0,0,0.0
"Have any teachers moved from ChatGPT to Claude?

I found this information interesting what does everyone else think?",2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
"Heey I have 2 questions 😂❤️
1. Do u know or reccomend some really good webinars for AI?

2. Has anyone thought about doing something like sharing ""sites""  ?
 I dk something like on padlet- i have something i teach english and arts (ps,ai,.....) as u can see on the pics
Something like site and free or site and you can do thiss this and  this or site and write what is paid and what is free",4.0,2.0,0.0,6.0,0.3333333333333333,0,0.0
Hej! Jag är ny i gruppen och gick nyligen med för att det är kul,0.0,1.0,0.0,1.0,1.0,0,0.0
Hej! Jag är ny i gruppen och gick nyligen med för att jag tror det finns en enorm potential i AI men också risker. Vill lära mig mer!,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
"Hello

I want to make small animated videos for nursery children. Which free tool can I use?",0.0,2.0,0.0,2.0,1.0,0,0.0
"Hello
Can anybody recommend a free AI tool for creating videos?",1.0,0.0,0.0,1.0,0.0,0,0.0
"Hello
I need a free AI tool like STORM for a long articles with content and .pdf extract

Any ideas?",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello
I want tools for French teacher
And how can I make  a fun class 

Thanks in advance",2.0,1.0,0.0,3.0,0.3333333333333333,1,0.3333333333333333
Hello ! I'm an Art teacher and I subscribe this group searcing new ideas for  involve my pupils,0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello , I would like to know which is free for math AI tool and good one",3.0,3.0,0.0,6.0,0.5,1,0.16666666666666666
"Hello English teachers! Here, in Spain, the new school year is just around the corner, so I was wondering if you could share the apps that you use to prepare your lessons. I am eager to learn more apart from chatgpt! Please, websites and apps focused on English teaching.

Many thanks!",10.0,2.0,0.0,12.0,0.16666666666666666,1,0.08333333333333333
Hello Everyone I'm new here I'm an English learner. Guide me to use AI,1.0,1.0,0.0,2.0,0.5,1,0.5
"Hello Everyone, I'm David and I've been teaching for 31 years. I'm also host of the podcast, The Teacher's Forum. Last year one of my guests described how an AI program he recooked helped teachers grade written assignments. Since then I've been fascinated by AI and have used it a number of times for all sorts of things. I'm here looking for additional ways to use AI and to integrate it into my classroom.",3.0,2.0,0.0,5.0,0.4,1,0.2
"Hello Fam, what is the best AI tool to use as Geography teacher in a Senior High School?",0.0,1.0,0.0,1.0,1.0,0,0.0
Hello I am wanting to start creating training videos and powerpoint presentations for new hire behavior technicians to work with children with autism.  Please provide any and all resources on where to start.  Thank you all,3.0,1.0,0.0,4.0,0.25,1,0.25
"Hello I need chat gpt, which one can I use pls. Or something else pls. Thanks",2.0,1.0,0.0,3.0,0.3333333333333333,1,0.3333333333333333
"Hello Teachers
 I'm Looking for a website or application includes conversations and situational english For all levels",1.0,3.0,0.0,4.0,0.75,2,0.5
"Hello Teachers - I am a (Technology) teacher, but also a beginner bass player.
Do you know an AI what create a thematic short baseline WITH the tab or partition : i.e. ""Create a gypsy bass line"" - ""Create a balkanlic bass line"" - ""Create a bass line liké Emir Kustrurica"" ?
Thank you",1.0,1.0,0.0,2.0,0.5,0,0.0
Hello all ...please suggest me tool for story ..I have to make story cards ..Which Ai tools will be good ?,1.0,1.0,0.0,2.0,0.5,1,0.5
Hello all you teachers of the future!!,0.0,1.0,0.0,1.0,1.0,0,0.0
Hello all! Does anyone have any recommendations for AI tools to help create LTPs and MTPs?,1.0,0.0,0.0,1.0,0.0,0,0.0
"Hello all! I'm new to this group. I have over 15 years in education, but just beginning to learn the world of AI and how to integrate it into my classroom.  I currently teach 6th grade English Language Arts.",0.0,6.0,0.0,6.0,1.0,0,0.0
"Hello all,

I teach business classes and consumer education at a public high school in Illinois. I have been experimenting with AI for a while now, mostly generative AI like ChatGPT and Midjourney.  

Lately I have been really looking into various AI tools for teaching to help me develop content for my courses. I have always combined resources from a lot of sources but it can be difficult to organize them into lesson plans that satisfy me, so I am trying out various tools that generate the content the way I want to teach it. 

I have found AI to be particularly useful in incorporating standards and teaching strategies. I feed it the standards I am covering and information about Bloom and Danielson and it does a pretty good job of using those as a guide. I have it note in the reaponse which standard/focus is covered with that material. 

Anyway, I am here to learn from others who are much farther down the road of AI in teaching, and with others who are just starting out.",2.0,2.0,0.0,4.0,0.5,0,0.0
"Hello all,
Does anyone know of a free AI platform to create slide shows? Thank you in advance",3.0,0.0,0.0,3.0,0.0,2,0.6666666666666666
"Hello all,
I looking for more AI support resourcresources",7.0,2.0,0.0,9.0,0.2222222222222222,0,0.0
"Hello all, I am new to this group. I plan to use ChatGPT in my next years modules. Does anyone know how to access chatGPT NOT as a subscription. Is there any way to pay for 200 euro worth of access and use it til it runs out?",1.0,1.0,0.0,2.0,0.5,0,0.0
"Hello all, lookin for AI that can turn script into a video. Thanks!",13.0,8.0,0.0,21.0,0.38095238095238093,0,0.0
"Hello all. 
Can you telll if thetre is any AI app that generate a test similar to one that I upload to the app, containing images?
Thank you very much.",2.0,0.0,0.0,2.0,0.0,0,0.0
"Hello all.  I teach academic writing and I don't use AI myself for this purpose, while my students do but are reluctant to say what they are using.  So I would like to know which AI tools could be mostly used by students, apart from ChatGPT.  I want to be able to test them out myself to better guide my students on the dos and don'ts.  Thank you!",8.0,4.0,0.0,12.0,0.3333333333333333,1,0.08333333333333333
Hello all. Does anyone know how to access chatGPT without signing up for a subscription. I want to buy 200 euro worth of credit and use it at will until it runs out? Thanks,1.0,0.0,0.0,1.0,0.0,0,0.0
Hello all. I'm interested in evaluate C code programming projects. I give the criteria and receive a final evaluation of the work. Is it possible? I've tried with chatgpt without great results. Thanks,1.0,1.0,0.0,2.0,0.5,0,0.0
"Hello all. Teacher doing a master's in curriculum and technology. What a huge difference in prepping this summer compared to last! 

Anyone use Claude.ai? I find it's better for language stuff than chatgpt",4.0,4.0,0.0,8.0,0.5,0,0.0
Hello any AI app to make listening  exercises. Thank you,0.0,4.0,0.0,4.0,1.0,1,0.25
Hello any tool for assessment in multiple choice format? Thank you.,5.0,4.0,0.0,9.0,0.4444444444444444,0,0.0
"Hello buddies!
Any AI tools for creating Instagram captions by using photos??",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello dear fellow teachers, I'm so proud to be part of this community, I am new in IA world, but I wanna learn more about it for Education. Thanks for your amazing support.",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello educators! We are wondering which school districts that you know of are the most interested in implementing and utilizing AI tools for their teachers? 

Any thoughts or leads you have would be greatly appreciated!",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello everybody!
I want to create a video with the AI: I want to write the description of the video and the AI create it. What I can use for it? 
I want also to create a presentation, what I can use for it,too?

Thanks a lot!",3.0,3.0,0.0,6.0,0.5,0,0.0
"Hello everybody!
I’m a maths primary teacher and I’m searching a tool that can write maths problems with different difficulties, I know I can use CHAT GPT but I want to improve my knowledge…. Have you any ideas 💡?
Thank you!!",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello everybody!
I’m looking for an AI tour that creates fantastic worksheets/activity instructions/ suitable to be printed out on PDF.
Many thanks!",5.0,4.0,0.0,9.0,0.4444444444444444,1,0.1111111111111111
"Hello everybody! Does anybody know an AI/website to create comics? I want to adapt a classic novel into comic. 
Thanks!",2.0,0.0,0.0,2.0,0.0,0,0.0
Hello everybody! Is there a tool to transform a written test with multiple-choice questions into a google module?,2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
Hello everybody! Today's topic is ions and ionization energy. Can you recommend some simulations or fun games kids can play while they learn? Thank you. ❤️,0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello everybody, I'm Adriana a teacher of English language  from Argentina and I would like to keep on learning about AI tools for learning processes, regards to all",1.0,1.0,0.0,2.0,0.5,0,0.0
"Hello everybody.
I'm Ahmad Eid, an IB teacher of Arabic Language and Literature in Qatar. I have just finished my 12th year as a teacher. 
Glad to have the chance to exchange creative ideas here.",0.0,4.0,0.0,4.0,1.0,0,0.0
"Hello everybody.
I'm Rasha Abuisha, a teacher of science and biology from 5th to 10th grade. I have just finished my 14th year as a teacher. 
Glad to have the chance to exchange creative ideas here.
I want to ask about AI apps that make my job easier as a visually impaired teacher.
Can you help me?",0.0,1.0,0.0,1.0,1.0,0,0.0
Hello everybody. I was wondering if there were anything useful for teaching English. Any ideas besides having a conversation with AI?,2.0,5.0,0.0,7.0,0.7142857142857143,0,0.0
"Hello everyone
Any recommendations for an AI tool for creating videos please ? I'm sorry I know the question was asked before but I can't find the answer. Thank you",2.0,2.0,0.0,4.0,0.5,0,0.0
"Hello everyone 

I am currently enrolled in a graduate course, and for my first assignment, I am asked to find discussions among professionals about my topic. 

What is one potential impact of AI on teaching, training, or learning? 

Also 

What impact does AI of on equity and inclusion?",1.0,1.0,0.0,2.0,0.5,0,0.0
"Hello everyone 
I am a science teacher 
And I need AI application or website that can help me in creating and preparing for each lesson experiments  😍
Thanks 😊",4.0,5.0,0.0,9.0,0.5555555555555556,1,0.1111111111111111
"Hello everyone 
I need AI website create  activities for high school students American system , physics 
Thanks in advance",0.0,4.0,0.0,4.0,1.0,0,0.0
"Hello everyone 
I'm OMARI JONATHAN 
What AI tosolola Can use as a language teacher",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello everyone 
Is there any teacher that teach UKMT curriculum ( United Kingdom mathematical trust) 
Can help me 🙏 
I need AI websites help me in dealing with this curriculum and preparing ppt",2.0,0.0,0.0,2.0,0.0,0,0.0
"Hello everyone am looking for a website on which I can create and plan my own quizzes/mqcs/gap fillings and others.... The plan would be to send them the link by for for example... Questions would not be in the same order for everyone....then it would mark the students and send me their results. Does that exist?
Than would be for extra work of course not for my in-class teaching.
🙏🙏🙏🙏🙏🙏",7.0,7.0,0.0,14.0,0.5,1,0.07142857142857142
"Hello everyone and thank you for having me!

I teach European Portuguese and I’m wondering if there are specific AI tools for language learning/teaching out there?

Have a good day! 🌹",1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
Hello everyone l am a third grade teacher looking forward to learning how to use AI for  differentiation.,2.0,0.0,0.0,2.0,0.0,0,0.0
"Hello everyone thank you for accepting as new member here, by the way I am lookong for AI that can generate text into power point presentation...thank you in advance 😊😊😊",4.0,5.0,0.0,9.0,0.5555555555555556,2,0.2222222222222222
Hello everyone thanks you for this group. I'm interested in new educational tools.,1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
Hello everyone … I got a task from my school to make video on peace . I have short clips … I want to make it as a professional one like with text Picture in Picture kind of thing. Kindly help,4.0,2.0,0.0,6.0,0.3333333333333333,1,0.16666666666666666
"Hello everyone 🤠 
I need AI tool that can help me in creating handout for science 
Please 🙏",3.0,4.0,0.0,7.0,0.5714285714285714,0,0.0
"Hello everyone!

I'm an ESL teacher and we are looking for a workable prompt to help us check writing assignments .

Is there anyone who can help?",3.0,3.0,0.0,6.0,0.5,0,0.0
"Hello everyone!
I'm new at AI and I'm looking to learn how to implement its use to improve my coaching and my writing.
Enjoy your day! 🌺🌞",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello everyone!
I'm studying for a Master’s Degree in Didactic Teaching of Italian as a Second Language. I have to write my thesis on the use of AI in teaching Italian to adults. I want to design some exercises and other related materials on this topic, but in Italy, we don't have a large bibliography available. Can someone help me with links to useful sites or repositories?",2.0,1.0,0.0,3.0,0.3333333333333333,0,0.0
"Hello everyone! 
1. From your experience, what would be 3 elements, 3 things that would suggest to you that an assignment, a student project was done using AI? How do you identify these situations?
2. What web tools do you use to identify the use of AI in the realization of a student assignment, a project?",1.0,1.0,0.0,2.0,0.5,0,0.0
Hello everyone! Any AI free tool for generating worksheets specifically language and literature???,1.0,2.0,0.0,3.0,0.6666666666666666,0,0.0
"Hello everyone! Can you recommend the best AI tool for generating PowerPoint presentations? Additionally, I’m looking for AI tools that can effectively summarize articles with a high word limit, such as 80K words or more.",2.0,3.0,0.0,5.0,0.6,0,0.0
Hello everyone! I am writing a research paper about how Automatic Speech Recognition (ASR) software can help kids to improve speaking when learning a second language. Is there any good and free ASR app recommendation? Thanks a lot!,0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello everyone! I have a PDF of a book chapter, and I’m hoping to turn the content into a set of PowerPoint slides (or detailed notes) with the help of an AI tool. If anyone has a recommended prompt or tips on how to get the best results for this, I’d be super grateful if you could share! Thank you so much in advance for any advice 😊",3.0,0.0,0.0,3.0,0.0,0,0.0
Hello everyone! I teach kindergarten. I look forward to sharing ideas and learning creative ways to incorporate AI into my classroom.🙂,1.0,1.0,0.0,2.0,0.5,0,0.0
"Hello everyone! I'm Amira, I am a new member and I thought I’d introduce myself and get to know the community better. I am an Education Technology enthusiast, passionate about empowering teachers with innovative tools to enhance their teaching. I regularly host webinars on leveraging technology to improve education.

I'd love to share my expertise with this group! Would you be interested in a complimentary info session on ""Teaching Smarter with Technology""? Let me know, and I'll schedule a session that suits everyone's convenience. Looking forward to connecting and learning from you all!",1.0,9.0,0.0,10.0,0.9,0,0.0
"Hello everyone! I'm a teacher from New Zealand. I've made this doc which compiles all the different ways I have used ChatGPT and Copilot to enhance teaching and learning. It will be updated with more things as I discover them. Feel free to use and share!

",0.0,3.0,0.0,3.0,1.0,0,0.0
"Hello everyone! I'm looking for an AI tool that allows me to attach a PDF file containing a teacher performance evaluation instrument and generate a report based on the indicators and rating scale used in the evaluation. I need to create 7 reports, but it currently takes me about 1.5 hours to write each one, and I'm looking to manage my time more efficiently. Hope you can help me 🙏🏼",6.0,2.0,0.0,8.0,0.25,0,0.0
"Hello everyone! I'm looking for feedback on my custom GPT - SmartTeachAI and would love your feedback.  If you have a free or paid ChatGPT account, you can access it:
https://chatgpt.com/g/g-CKNpmlix4-smartteach-ai
Looking forward to thoughts and suggestions for improvement.",0.0,1.0,0.0,1.0,1.0,0,0.0
"Hello everyone! I'm looking to learn how to create Talking Animations using CapCut. If anyone has a method or step-by-step guide, please share it. Thanks in advance!",0.0,1.0,0.0,1.0,1.0,0,0.0
Hello everyone! I'm teaching Catholic Religious Education. I want to know if there's an AI that I can use to make lesson plans and engaging activities for my students. I'm so grateful for those who will share and can help me with this. Thank you in advance.,7.0,10.0,0.0,17.0,0.5882352941176471,4,0.23529411764705882
Hello everyone! Is there any tool with I can combine text- audiobook and songs?,0.0,2.0,0.0,2.0,1.0,0,0.0
"Hello everyone! Thank you for welcoming me to this group. I am a university professor in Sofia, Bulgaria, with both research and teaching interest in AI technology! I have just started my first Python course, because I need such experience myself. I wish you all the best.",1.0,1.0,0.0,2.0,0.5,1,0.5
